2386,1275.0054481283962
862,1421.5607401712257
137,824.3293780846856
2391,1385.428837193367
1303,1137.0284052791426
1713,1296.4259961279902
653,1759.2587772023016
2192,1122.5969738174383
492,1223.4478006463285
253,1315.3412144575723
508,1291.5865301821916
534,1213.9010348368715
1273,1507.023039855372
33,1478.824732012074
865,1540.8520185921607
1663,1450.4135613833735
2395,1335.1440685682164
697,1267.9358455396305
1729,1460.336797956445
655,1044.82740298377
24,1076.0668554234676
418,1502.2795456928511
80,944.3263168226069
632,1078.5415507426187
544,1037.827215542243
223,920.2651048298432
155,1651.1196351736435
1606,1380.1548949445164
369,1345.8972223348846
180,1279.0100306184936
631,1492.0079126477945
1572,1033.0313263169478
988,1300.284115153106
1822,888.4061031837422
2481,1262.038270130881
740,1004.4454445556566
581,1340.2792920191298
556,1451.1204795008352
1985,1603.1985100088468
218,1224.0864780396512
543,1631.7168568646298
2451,1718.6663612523919
192,1166.0970261629911
838,1383.2911373868615
623,1501.883192745688
226,1188.4777284801828
839,1213.2666037655795
385,1208.8628958559611
1183,1357.8090354246797
834,1740.5988266280865
9,1252.6341186044092
348,798.7961963012511
1355,1573.2683304777654
200,1323.0161719972543
1552,1212.7278966096092
605,1338.4427827220663
822,1219.2345007848942
2315,1192.9876210926768
58,1156.5600713859126
601,1236.4556626131214
211,1230.9091167927754
748,1360.4323865250988
628,1450.2523908315309
414,820.0556089473262
1409,1680.5160013877614
945,928.2511770725309
429,1159.9624167883494
314,1370.0203627866513
1094,1388.8710803102476
288,1772.5104393109982
1914,1200.5849148608104
886,1106.9085841006574
2028,1682.0573258676864
844,1036.0134634237952
1873,944.8249788431867
1456,1371.9280878483555
2360,1251.0049937054505
