490,1208.496424077519
447,1184.1295370911917
1275,1574.9531113187666
320,1620.8903794984458
1288,1176.2258866412826
281,1758.0439352958715
1713,1723.6108863058716
860,1327.8375909276338
451,1717.5458725611275
486,1370.3567312466525
482,1294.9821072151872
1689,1593.0039011659196
2419,1607.3351877499204
327,963.8798098726024
469,803.9121140936903
26,1241.3973011220658
737,1365.5839943836077
656,1558.766014269124
124,1237.701515587258
27,1546.2916348157792
2356,1256.6852040631752
326,1156.7593673670285
537,1137.7716656262496
899,1193.768360194282
1570,1700.6608969586382
1612,1270.6319342406591
1606,1595.311209287422
382,1185.640748870289
396,1335.0688539033677
427,1547.217383816621
553,1432.5696637042442
354,1109.963555070436
1826,1591.3009534313019
422,1184.6397576196587
1615,1641.1474060582905
436,1309.8412484153023
2081,1542.010517454921
1577,1212.3663490708227
768,1543.0964183213234
218,1147.0900187766044
1748,1567.6618028635958
1774,1165.0802714179576
1953,1280.3566815916956
769,1342.264433494799
999,1230.1480835758177
78,1524.7093645862049
186,697.3997734898115
810,1069.6382984070278
2055,1220.8007860370963
555,1731.4911499815278
1004,1600.7732117086086
1038,1795.7079902038422
2083,1389.6184295123653
1168,1199.7539194660249
808,1470.768757308265
767,1571.93209129319
565,774.8404086054495
1545,1560.0335313755727
1586,1153.2560269688445
1394,1306.4253336803824
835,1133.8611717913188
374,1474.3812539741086
604,1112.2722121792715
200,1540.8498936795868
349,923.6926290964398
1387,1266.5371904134718
2088,1516.6876003773662
589,1382.0689168550814
1392,1467.371703932455
212,1410.5265142391288
763,1247.487713477378
159,1423.621849239033
429,1372.9416470051303
102,1549.0235763842027
1241,1262.1962652416787
1094,1379.9051659463614
275,932.3548703083104
2007,1684.9043493344884
315,1062.350127934378
1108,1264.48665380607
317,1831.4856451158464
101,1300.5271089553592
934,1588.6136381334222
1295,1654.3244827057654
1732,1777.0374482394832
1055,1592.0259577812271
1445,1316.1479958316925
2164,1747.93108280359
474,1018.97232517153
1333,1500.1383660055296
1469,1770.0058158741406
703,969.9782224560088
307,1396.9622982996234
339,1114.5459782839944
729,1410.6606481792653
1053,1509.538530024644
660,1211.9184292366851
11,1309.0352726024191
476,1364.9533811922004
